announcement_type,date_of_issue_of_auction_notice,name_of_corporate_debtor,cin_no.,name_of_insolvency_professional,date_of_auction,reserve_price,last_date_of_submission,days_until_submission
Issue of Auction Notice,2025-06-04,Datta Krupa Roller Flour Mill Private Limited,U01119MH2005PTC245062,Mr. Mahesh Goverdhan Bagla,2025-04-21,30375000.0,2025-04-19,-80
Issue of Auction Notice,2025-05-04,HINDUSTHAN SMALL TOOLS PVT LTD,U22219WB1955PTC022547,Mr. Kuldeep Verma,2025-05-08,64690000.0,2025-05-06,-63
Issue of Auction Notice,2025-05-04,HINDUSTHAN SMALL TOOLS PVT LTD,U22219WB1955PTC022547,Mr. Kuldeep Verma,2025-05-08,64690000.0,2025-05-06,-63
Issue of Auction Notice,2025-05-04,ISR Infra Pvt Ltd,U45209AP2010PTC070675,Mr. Kalvakolanu Murali Krishna Prasad,2025-04-28,111640000.0,2025-04-25,-74
Issue of Auction Notice,2025-05-04,ISR Infra Pvt Ltd,U45209AP2010PTC070675,Mr. Kalvakolanu Murali Krishna Prasad,2025-04-28,166941000.0,2025-04-25,-74
Issue of Auction Notice,2025-05-04,LARK LOGISTICS PRIVATE LIMITED,U63090DL2006PTC152804,Mr. Vikas Garg,2025-04-26,17000000.0,2025-04-24,-75
Issue of Auction Notice,2025-05-04,Madhur Nourishment Products LLP,AAF6086,Mr. Prashant Jain,2025-05-08,8707814.0,2025-05-05,-64
Issue of Auction Notice,2025-04-04,Bihar State Construction Corporation Limited,U45200BR1974SGC001146,Mr. Nitesh Kumar More,2025-04-30,450000.0,2025-04-18,-81
Issue of Auction Notice,2025-04-04,GITANJALI GEMS LTD,L36911MH1986PLC040689,Mr. Santanu T Ray,2025-05-09,0.0,2025-05-07,-62
Issue of Auction Notice,2025-04-04,MOONRIVER RESORTS PRIVATE LIMITED,U55101KL2009PTC024173,Mr. Jasin Jose,2025-05-05,68931000.0,2025-04-30,-69
Addendum,2025-04-04,Moser Baer Solar Limited,U74999DL2007PLC160162,Mr. Arvind Garg,2025-04-08,269700000.0,2025-04-07,-92
Issue of Auction Notice,2025-03-04,M/s KONASEEMA GAS POWER LIMITED,U40101TG1997PLC037013,Mr. Sai Ramesh Kanuparthi,2025-04-23,2276100000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,M/s KONASEEMA GAS POWER LIMITED,U40101TG1997PLC037013,Mr. Sai Ramesh Kanuparthi,2025-04-23,94500000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-24,139000000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-24,112000000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-24,13000000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-24,10300000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-24,8800000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-24,10100000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-24,4800000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-25,31900000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-25,29700000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-25,2000000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-25,5000000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-25,30000000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,RELIABLE CASHEW COMPANY PRIVATE LIMITED,U51229TN2005PTC058063,Mr. Ravindra Beleyur,2025-04-25,24800000.0,2025-04-21,-78
Issue of Auction Notice,2025-03-04,Nayak Infrastructure Private Limited,U74210AS2007PTC008539,SUDHA SARMA,2025-05-02,11283422.0,2025-04-30,-69
Issue of Auction Notice,2025-03-04,DEX-VIN POLYMERS PRIVATE LIMITED,U17120MH1990PTC057006,Mr. Anish Gupta,2025-04-25,11078000.0,2025-04-23,-76
Issue of Auction Notice,2025-03-04,Nayak Infrastructure Private Limited,U74210AS2007PTC008539,SUDHA SARMA,2025-05-02,3325198.0,2025-04-30,-69
Issue of Auction Notice,2025-03-04,SHREEOM PRIME FOODS PRIVATE LIMITED,U15139RJ2013PTC041247,Mr. Satyendra Prasad Khorania,2025-05-02,3991500.0,2025-04-30,-69
Issue of Auction Notice,2025-02-04,TURNING POINT ESTATES PRIVATE LIMITED,U70100MH2006PTC184784,Namrata Amol Randeri,2025-05-02,810000000.0,2025-04-30,-69
Corrigendum,2025-02-04,MAN TUBINOX LIMITED,U28112MH2006PLC285982,Mr. Vikas Prakash Gupta,2025-04-24,92700000.0,2025-04-21,-78
Issue of Auction Notice,2025-01-04,DEX-VIN POLYMERS PRIVATE LIMITED,U17120MH1990PTC057006,Mr. Anish Gupta,2025-04-17,10000000.0,2025-04-15,-84
Addendum,2025-01-04,Moser Baer Solar Limited,U74999DL2007PLC160162,Mr. Arvind Garg,2025-04-04,269700000.0,2025-04-02,-97
Issue of Auction Notice,2025-01-04,SRI PADMABALAJI STEELS PRIVATE LIMITED,U27109TZ1995PTC005862,Mr. N Sivachalam,2025-05-02,1190000.0,2025-04-30,-69
Issue of Auction Notice,2025-01-04,Stan Autos Private Limited,U74899DL1991PTC044879,Mr. Vijay Kishore Saxena,2025-04-26,34000000.0,2025-04-24,-75
Issue of Auction Notice,,Hambro Tech India Private Limited,U74140HR2015PTC056243,Mr. Anil Kumar,2025-04-24,25000.0,2025-04-21,-78
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2025-04-24,31508829.37,2025-04-21,-78
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2025-04-24,29183532.56,2025-04-21,-78
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2025-04-24,42691254.12,2025-04-21,-78
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2025-04-24,34943635.19,2025-04-21,-78
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2025-04-24,32988906.96,2025-04-21,-78
Issue of Auction Notice,,YASH JEWELLERY PRIVATE LIMITED,U27205MH2006PTC165520,Ms. Ritu Rastogi,2025-04-24,94775000.0,2025-04-22,-77
Issue of Auction Notice,,LALIT POLYESTER PRIVATE LIMITED,U99999MH1988PTC045817,Mr. Anil Seetaram Vaidya,2025-04-25,21910147.0,2025-04-23,-76
Issue of Auction Notice,,SPEL GRANITO PRIVATE LIMITED,U26960GJ2013PTC076853,Mr. Arvind Gaudana,2025-05-03,68303000.0,2025-05-01,-68
Issue of Auction Notice,,INDEPENDENT TV LTD,U45203MH2005PLC153294,Mr. Anup Kumar,2025-04-23,106800000.0,2025-04-21,-78
Issue of Auction Notice,,Parekh Aluminex Limited,L27203MH1994PLC080732,Mr. Avil Jerome Menezes,2025-04-21,3500000.0,2025-04-11,-88
Issue of Auction Notice,,Parekh Aluminex Limited,L27203MH1994PLC080732,Mr. Avil Jerome Menezes,2025-04-18,0.0,2025-04-18,-81
Issue of Auction Notice,,Sanghvi Land Developer Private Limited,U45202MH2001PTC132180,SANJAY RAMDAS MAHAJAN,2025-05-07,50968018.0,2025-05-03,-66
Issue of Auction Notice,,WAYS ESTATES LIMITED,U01403BR2010PLC016413,Mr. Aditya Kumar Tibrewal,2025-04-26,4059620.0,2025-04-24,-75
Issue of Auction Notice,,Sree Bajrang Infracon Private Limited,U45209AS2013PTC011550,Mr. Purshotam Gaggar,2025-04-22,3124000.0,2025-04-20,-79
Issue of Auction Notice,,LAGROWTH ASSOCIATES PRIVATE LIMITED,U51909DL2019PTC354266,soniya gupta,2025-04-29,54888000.0,2025-04-25,-74
Issue of Auction Notice,,Unimetal Castings Limited,U27310PN1995PLC090557,Mr. Pankaj Sham Joshi,2025-04-21,27413437.5,2025-04-19,-80
Issue of Auction Notice,,M/s. JK Surface Coatings Private Limited,U45202MH1998PTC117291,Mr. Vijay Pitambar Lulla,2025-04-11,5000000.0,2025-04-09,-90
Issue of Auction Notice,,DOSHION WATER UMBRELLA (CUDDALORE) PRIVATE LIMITED,U41000GJ2011PTC064934,Mr. Chirag Rajendra Kumar Shah,2025-04-21,73179426.0,2025-04-19,-80
Issue of Auction Notice,,DSK Motors Private Ltd.,U34102PN1999PTC013505,Mr. Indrajit Mukherjee,2025-04-24,668505071.0,2025-04-22,-77
Issue of Auction Notice,,GOODDAY VENTURES INDIA PVT LTD,U29190MH1992PTC065241,Mr. Prashant Jain,2025-04-28,38844610.0,2025-04-25,-74
Corrigendum,,RAIHAN HEALTHCARE PRIVATE LIMITED,U85194KL2013PTC035127,Mr. Mahalingam Suresh Kumar,2025-04-08,37500000.0,2025-04-07,-92
Issue of Auction Notice,,MAN TUBINOX LIMITED,U28112MH2006PLC285982,Mr. Vikas Prakash Gupta,2025-04-24,92700000.0,2025-04-21,-78
Issue of Auction Notice,,SPACEVISION IMPEX PRIVATE LIMITED,U23209DL2004PTC125911,Mr. Rakesh Prasad Khandelwal,2025-04-24,6885000.0,2025-04-21,-78
Issue of Auction Notice,,VARANASI AUTO SALES LIMITED,U25112UP1977PLC004427,Mr. Yogesh Gupta,2025-04-25,1550000.0,2025-04-22,-77
Issue of Auction Notice,,AVJ Infrastructure Private Limited,U45400DL2008PTC181118,Mr. Brijender Singh Deswal,2025-04-28,0.0,2025-04-25,-74
Issue of Auction Notice,,Aventura Components Private Limited,U51505DL1997PTC089785,Anil Kumar Mittal,2025-04-28,220000.0,2025-04-26,-73
Issue of Auction Notice,,Dev R Nil Design Private Limited,U74900WB2014PTC204686,Ms. Sneh Maheswari,2025-04-23,5264982.0,2025-04-21,-78
Issue of Auction Notice,,Dev R Nil Design Private Limited,U74900WB2014PTC204686,Ms. Sneh Maheswari,2025-04-23,5264982.0,2025-04-21,-78
Issue of Auction Notice,,Gupta Coal India Private Limited,U51909MH1989PTC051640,Mr. Abhay Narayan Manudhane,2025-04-05,90810000.0,2025-04-03,-96
Issue of Auction Notice,,SHIVAANI ALLOYS STEEL CASTINGS LIMITED,U27109TG1990PLC012004,Madasa Kumar,2025-04-21,127670000.0,2025-04-18,-81
Issue of Auction Notice,,GEMUS ENGINEERING LTD,U27109WB1996PLC081038,Rashmi Chhawchharia,2025-04-18,3431346.0,2025-04-16,-83
Issue of Auction Notice,,GEMUS ENGINEERING LTD,U27109WB1996PLC081038,Rashmi Chhawchharia,2025-04-18,3162861.0,2025-04-16,-83
Issue of Auction Notice,,Bansal Refineries Private Limited,U15143WB1999PTC089211,Mr. Pinaki Sircar,2025-04-22,2502000.0,2025-04-17,-82
Issue of Auction Notice,,SV SVS PROJECTS PRIVATE LIMITED,U74999TG2005PTC045773,GOLLA RAMAKANTHA RAO,2025-04-16,166500000.0,2025-04-14,-85
Issue of Auction Notice,,Bansal Oil Extraction Pvt. Ltd,U15141WB1994PTC063075,Mr. Yogesh Gupta,2025-04-22,145188000.0,2025-04-17,-82
Issue of Auction Notice,,RAVI ELECTRONICS PVT LTD,U32300TG1981PTC003266,Mrs. Kalpana G,2025-04-23,114200000.0,2025-04-19,-80
Issue of Auction Notice,,Protocol Marine Services Private Limited,U63090MH2001PTC133857,Mr.Harish Kant Kaushik,2025-04-14,108000000.0,2025-04-12,-87
Issue of Auction Notice,,Saisons Trade & Industry Pvt Ltd,U24100MH1999PTC121908,Mr. Ajit Kumar,2025-04-21,953833.0,2025-04-19,-80
Issue of Auction Notice,,Saisons Trade & Industry Pvt Ltd,U24100MH1999PTC121908,Mr. Ajit Kumar,2025-04-21,431100.0,2025-04-19,-80
Issue of Auction Notice,,Saisons Trade & Industry Pvt Ltd,U24100MH1999PTC121908,Mr. Ajit Kumar,2025-04-21,212485.0,2025-04-19,-80
Issue of Auction Notice,,Saisons Trade & Industry Pvt Ltd,U24100MH1999PTC121908,Mr. Ajit Kumar,2025-04-21,107835.0,2025-04-19,-80
Issue of Auction Notice,,Saisons Trade & Industry Pvt Ltd,U24100MH1999PTC121908,Mr. Ajit Kumar,2025-04-21,135200.0,2025-04-19,-80
Issue of Auction Notice,,LANCO VIDARBHA THERMAL POWER LIMITED,U40100TG2005PLC045445,Mr. Vijay Kumar Garg,2025-04-17,6633900.0,2025-04-10,-89
Issue of Auction Notice,,Hansraj Agrofresh Private Limited,U15490UP2014PTC065749,Dev Vrat Rana,2025-04-15,72500000.0,2025-04-12,-87
Issue of Auction Notice,,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2025-04-10,3419200000.0,2025-04-07,-92
Issue of Auction Notice,,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2025-04-11,1759000000.0,2025-04-08,-91
Issue of Auction Notice,,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2025-04-11,705000000.0,2025-04-08,-91
Issue of Auction Notice,,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2025-04-11,113000000.0,2025-04-08,-91
Issue of Auction Notice,,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2025-04-11,8900000.0,2025-04-08,-91
Issue of Auction Notice,,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2025-04-11,2900000.0,2025-04-08,-91
Issue of Auction Notice,,Punj Lloyd Limited,L74899DL1988PLC033314,Mr. Ashwini Mehra,2025-04-11,265000000.0,2025-04-08,-91
Issue of Auction Notice,,FUTURE RETAIL LIMITED,L51909MH2007PLC268269,Mr. Sanjay Gupta,2025-04-07,61600000.0,2025-04-04,-95
Issue of Auction Notice,,BLUEWATER FOODS AND EXPORTS PRIVATE LIMITED,U51223KA1997PTC021995,Mr. Shivadutt Bannanje,2025-04-18,53900000.0,2025-04-16,-83
Issue of Auction Notice,,BLUEWATER FOODS AND EXPORTS PRIVATE LIMITED,U51223KA1997PTC021995,Mr. Shivadutt Bannanje,2025-04-18,27900000.0,2025-04-16,-83
Issue of Auction Notice,,TECPRO INFRA PROJECTS LIMITED,U74210DL1981PLC234183,Ms. Satyadevi A,2025-03-31,35970000.0,2025-03-28,-102
Issue of Auction Notice,,TECPRO INFRA PROJECTS LIMITED,U74210DL1981PLC234183,Ms. Satyadevi A,2025-03-31,35975000.0,2025-03-28,-102
Corrigendum,,NAKODA LIMITED,L17111GJ1984PLC045995,Ravindra Kumar Goyal,2025-04-06,1671236000.0,2025-03-31,-99
Issue of Auction Notice,,G S Biotech Limited,U01403TG2007PLC054391,Mr. Chillale Rajesh,2025-04-08,541400000.0,2025-04-05,-94
Issue of Auction Notice,,DIVYA AGRO CHEM PRIVATE LIMITED,U24219MH2009PTC192776,Palak Swapnil Desai,2025-04-15,9234000.0,2025-04-12,-87
Issue of Auction Notice,,S.K.S Textiles Ltd,L17000MH1997PLC111406,Rajkumar Feru Gupta,2025-04-14,0.0,2025-03-28,-102
Issue of Auction Notice,,VINDHYAVASINI STEEL CORPORATION PRIVATE LIMITED,U27100MH2011PTC215155,Mrs. Megha Agrawal,2025-04-11,109350000.0,2025-04-08,-91
Issue of Auction Notice,,VINDHYAVASINI STEEL CORPORATION PRIVATE LIMITED,U27100MH2011PTC215155,Mrs. Megha Agrawal,2025-04-11,109350000.0,2025-04-08,-91
Issue of Auction Notice,,VINDHYAVASINI STEEL CORPORATION PRIVATE LIMITED,U27100MH2011PTC215155,Mrs. Megha Agrawal,2025-04-11,81210600.0,2025-04-08,-91
Issue of Auction Notice,,VINDHYAVASINI STEEL CORPORATION PRIVATE LIMITED,U27100MH2011PTC215155,Mrs. Megha Agrawal,2025-04-11,27556200.0,2025-04-08,-91
Issue of Auction Notice,,Bombay Rayon Fashions Limited,L17120MH1992PLC066880,Mr. Rajeev Ranjan Singh,2025-04-15,16109604.0,2025-04-10,-89
Issue of Auction Notice,,Bombay Rayon Fashions Limited,L17120MH1992PLC066880,Mr. Rajeev Ranjan Singh,2025-04-15,5747046.0,2025-04-10,-89
Corrigendum,,PPS Enviro Power Pvt Ltd,U40106TG2002PTC048720,Kallat Vatsa Kumar,2025-03-19,540000000.0,2025-03-18,-112
Issue of Auction Notice,,Yummz Foods Private Limited,U15410WB2012PTC177072,Mr. Sanjeev Jhunjhunwala,2025-04-08,48400000.0,2025-04-05,-94
Corrigendum,,Yummz Foods Private Limited,U15410WB2012PTC177072,Mr. Sanjeev Jhunjhunwala,2025-04-08,48400000.0,2025-04-05,-94
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2025-04-09,35009810.41,2025-04-07,-92
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2025-04-09,32426147.29,2025-04-07,-92
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2025-04-09,47434726.8,2025-04-07,-92
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2025-04-09,38826261.33,2025-04-07,-92
Issue of Auction Notice,,Reliable Finance Corpn Private Limited,U74899DL1956PTC002640,Mr. Satyendra Sharma,2025-04-09,36579129.89,2025-04-07,-92
Issue of Auction Notice,,HYDRIC FARM INPUTS LIMITED,U01111DL2003PLC123426,SUMAN KUMAR VERMA,2025-04-08,1665000000.0,2025-03-31,-99
Issue of Auction Notice,2025-12-03,WINDALS AUTO PRIVATE LIMITED,U50101MH1990PTC056302,CA Rajan Garg,2025-04-14,242500000.0,2025-04-11,-88
Issue of Auction Notice,2025-12-03,TEXORANGE CORPORATION LIMITED,U17120MH2004PLC147378,Mr. Ritesh Prakash Adatiya,2025-04-14,7600000.0,2025-04-10,-89
Issue of Auction Notice,2025-11-03,RAIHAN HEALTHCARE PRIVATE LIMITED,U85194KL2013PTC035127,Mr. Mahalingam Suresh Kumar,2025-04-08,37500000.0,2025-04-07,-92
Issue of Auction Notice,2025-11-03,Shri Lakshmi Cotsyn Limited,L17122UP1988PLC009985,Mr. Rohit Sehgal,2025-04-04,69300000.0,2025-04-01,-98
Issue of Auction Notice,2025-11-03,Gajanan Gangamai Industries LLP,AAC4849,Mr.Kamal Kishor Gurnani,2025-04-07,42750000.0,2025-04-03,-96
Issue of Auction Notice,2025-11-03,M/s. Shree Daksh Jyot Silk Mills  Pvt Ltd,U99999MH1988PTC047141,Mr. Vijay Pitambar Lulla,2025-03-26,117531000.0,2025-03-24,-106
Issue of Auction Notice,2025-11-03,Virgo Home Deziner Private Limited,U52609MH2010PTC241562,Mr. Vijay Pitambar Lulla,2025-03-26,957600.0,2025-03-24,-106
Issue of Auction Notice,2025-11-03,KARUTURI CERMICS PRIVATE LIMITED,U26933AP2010PTC117739,Mr. Naga Bhushan Bhagawati,2025-04-12,248912500.0,2025-04-09,-90
Issue of Auction Notice,2025-10-03,MONOTONA TYRES LIMITED,U92199MH1995PLC084948,Mr. Sanjay Mehra,2025-03-20,142500000.0,2025-03-18,-112
Issue of Auction Notice,2025-10-03,Sapphire Space Infracon Private Limited,U45200MH2008PTC179662,Mr.Harish Kant Kaushik,2025-04-03,465680500.0,2025-04-01,-98
Issue of Auction Notice,2025-10-03,FASHION INFLUENCE CLOTHING INDIA PRIVATE LIMITED,U52322TN2011PTC082161,Mr. Duraisamy V,2025-03-25,1346167.0,2025-03-22,-108
Issue of Auction Notice,2025-10-03,Conglome Technoconstructions Private Limited,U45203KA2007PTC051196,Mr.Harish Kant Kaushik,2025-04-03,465680500.0,2025-04-01,-98
Issue of Auction Notice,2025-10-03,EURO CERAMICS LIMITED,L26914MH2002PLC135548,Mr. Premraj Ramratan Laddha,2025-03-31,385000000.0,2025-03-28,-102
Issue of Auction Notice,2025-10-03,EURO CERAMICS LIMITED,L26914MH2002PLC135548,Mr. Premraj Ramratan Laddha,2025-03-31,14400000.0,2025-03-28,-102
Issue of Auction Notice,2025-10-03,EURO CERAMICS LIMITED,L26914MH2002PLC135548,Mr. Premraj Ramratan Laddha,2025-03-31,342000000.0,2025-03-28,-102
Corrigendum,2025-10-03,PPS Enviro Power Pvt Ltd,U40106TG2002PTC048720,Kallat Vatsa Kumar,2025-03-18,540000000.0,2025-03-15,-115
Issue of Auction Notice,2025-07-03,Gujarat NRE Coke Limited,L51909WB1986PLC040098,Mr. Sumit Binani,2025-04-04,1210000000.0,2025-04-01,-98
Issue of Auction Notice,2025-07-03,FUTURE RETAIL LIMITED,L51909MH2007PLC268269,Mr. Sanjay Gupta,2025-03-24,44913684.0,2025-03-21,-109
Issue of Auction Notice,2025-07-03,FUTURE RETAIL LIMITED,L51909MH2007PLC268269,Mr. Sanjay Gupta,2025-03-24,19313674.0,2025-03-21,-109
Issue of Auction Notice,2025-07-03,FUTURE RETAIL LIMITED,L51909MH2007PLC268269,Mr. Sanjay Gupta,2025-03-24,2880000.0,2025-03-21,-109
Corrigendum,2025-07-03,H & V ENGINEERING AND CONSTRUCTION PRIVATE LIMITED,U45400MH2012PTC230848,Mr. Anish Gupta,2025-03-24,15000000.0,2025-03-22,-108
Issue of Auction Notice,2025-07-03,KARUTURI GLOBAL LIMITED,L01122KA1994PLC016834,Mr. Pathukasahasram Raghunathan Raman,2025-03-24,51400000.0,2025-03-20,-110
Issue of Auction Notice,2025-06-03,LARK LOGISTICS PRIVATE LIMITED,U63090DL2006PTC152804,Mr. Vikas Garg,2025-03-26,47705394.0,2025-03-24,-106
Issue of Auction Notice,2025-06-03,Moser Baer Solar Limited,U74999DL2007PLC160162,Mr. Arvind Garg,2025-04-02,269700000.0,2025-03-31,-99
Issue of Auction Notice,2025-06-03,BHARAT NRE COKE LTD,U23109WB2003PLC097375,Ms. Varsha Bagri,2025-04-04,1210000000.0,2025-04-01,-98
Issue of Auction Notice,2025-06-03,Three Leaf Foods Private Limited,U15400MH2009PTC197070,Siddhant Agrawal,2025-04-04,18000000.0,2025-04-01,-98
Issue of Auction Notice,2025-06-03,DNB IMPEX PRIVATE LIMITED,U17290GJ2005PTC046386,Ms. Sunil Kumar Kedia,2025-04-07,14580000.0,2025-04-03,-96
Issue of Auction Notice,2025-06-03,DNB IMPEX PRIVATE LIMITED,U17290GJ2005PTC046386,Ms. Sunil Kumar Kedia,2025-04-07,1450000.0,2025-04-03,-96
Issue of Auction Notice,2025-06-03,DNB IMPEX PRIVATE LIMITED,U17290GJ2005PTC046386,Ms. Sunil Kumar Kedia,2025-04-07,1450000.0,2025-04-03,-96
Issue of Auction Notice,2025-06-03,DNB IMPEX PRIVATE LIMITED,U17290GJ2005PTC046386,,2025-04-07,1450000.0,2025-04-03,-96
Issue of Auction Notice,2025-06-03,DNB IMPEX PRIVATE LIMITED,U17290GJ2005PTC046386,,2025-04-07,1450000.0,2025-04-03,-96
Issue of Auction Notice,2025-06-03,DNB IMPEX PRIVATE LIMITED,U17290GJ2005PTC046386,,2025-04-07,1450000.0,2025-04-03,-96
Issue of Auction Notice,2025-06-03,DNB IMPEX PRIVATE LIMITED,U17290GJ2005PTC046386,Ms. Sunil Kumar Kedia,2025-04-07,1450000.0,2025-04-03,-96
Issue of Auction Notice,2025-06-03,DNB IMPEX PRIVATE LIMITED,U17290GJ2005PTC046386,Ms. Sunil Kumar Kedia,2025-04-07,1450000.0,2025-04-03,-96
Issue of Auction Notice,2025-06-03,DNB IMPEX PRIVATE LIMITED,U17290GJ2005PTC046386,Ms. Sunil Kumar Kedia,2025-04-07,510300.0,2025-04-03,-96
Issue of Auction Notice,2025-06-03,MAPLE LOGISTICS PRIVATE LIMITED,U63090DL2004PTC123819,Parveen Kumar adlakha,2025-04-07,9310180.0,2025-04-05,-94
Issue of Auction Notice,2025-05-03,BASE CORPORATION LIMITED,U30007KA1987PLC023168,Mr. Konduru Prasanth Raju,2025-04-05,784747884.0,2025-03-28,-102
Issue of Auction Notice,2025-05-03,Essar Power (Jharkhand) Limited,U31101DL2005PLC211274,Mr. Huzefa Fakhri Sitabkhan,2025-04-07,157500000.0,2025-04-04,-95
Issue of Auction Notice,2025-05-03,EUROTAS INFRASTRUCTURE LIMITED,U70101DL2011PLC214733,Mr. Huzefa Fakhri Sitabkhan,2025-04-07,912500000.0,2025-04-04,-95
Issue of Auction Notice,2025-05-03,EUROTAS INFRASTRUCTURE LIMITED,U70101DL2011PLC214733,Mr. Huzefa Fakhri Sitabkhan,2025-04-07,569500000.0,2025-04-04,-95
Issue of Auction Notice,2025-05-03,RNP MARKETING AND CARGO PRIVATE LIMITED,U01100MH2008PTC187995,Mr. Jitender Kothari,2025-04-04,15268500.0,2025-04-02,-97
Issue of Auction Notice,2025-05-03,HALLMARK LIVING SPACE PRIVATE LIMITED,U45400TN2012PTC084362,Mr. S.Dhanapal,2025-03-28,700000000.0,2025-03-26,-104
Issue of Auction Notice,2025-05-03,Gati Infrastructure Bhasmey Power Private Ltd,U51909TG2002PTC039122,Ms. Medarametla Srinivasa Mano Ranjani,2025-04-11,490000000.0,2025-04-09,-90
Issue of Auction Notice,2025-05-03,Rajmangal Milk & Agro Foods Pvt Ltd,U15200PN2011PTC140163,Mr. Ravi Prakash Ganti,2025-03-29,13000000.0,2025-03-27,-103
Issue of Auction Notice,2025-05-03,Rajmangal Milk & Agro Foods Pvt Ltd,U15200PN2011PTC140163,Mr. Ravi Prakash Ganti,2025-03-30,12900000.0,2025-03-28,-102
Addendum,2025-05-03,Salasar EXIM Limited,U51909WB2004PLC098942,Ms. Varsha Bagri,2025-03-21,27250000.0,2025-03-19,-111
